TENDER_BIZPORTAL_ID,TENDER_COUNTRY,ESTIMATED_LANGUAGE,TENDER_DATE_OF_AWARD,TENDER_TITLE,TENDER_DESCRIPTION,AI_MATCH_TERMS,SEARCH_TEXT,AI_REVIEW_LABEL,PROCUREMENT_CONTENT
19864211,US,English/Latin,2011-02-03,Turbine and Turbine Generator Set Units Manufacturing,"BLADE,COMPRESSOR,AI",core_ai_en: \bAI\b,"Turbine and Turbine Generator Set Units Manufacturing 
BLADE,COMPRESSOR,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
79237632,IT,Spanish/Latin,2021-03-29,Italy-Milan: Consultative engineering and construction services,"L'appalto ha ad oggetto la stipula di un accordo quadro con un solo operatore economico, ai sensi dell'art. 54, comma 3 del D.Lgs. 50/2016 - per l'affidamento del servizio di Verifica preventiva della progettazione, e ulteriori servizi connessi, come meglio descritto negli atti di gara, in favore degli enti del servizio sanitario regionale di cui all'art. 1 della LR n. 30 del 27.12.2006 comprese le ASP e degli enti del Servizio sanitario delle regioni convenzionate con ARIA SpA., oltre che degli enti regionali di cui agli allegati A1 e A2 della legge regionale n. 30/2006.",core_ai_en: \bAI\b,"Italy-Milan: Consultative engineering and construction services 
L'appalto ha ad oggetto la stipula di un accordo quadro con un solo operatore economico, ai sensi dell'art. 54, comma 3 del D.Lgs. 50/2016 - per l'affidamento del servizio di Verifica preventiva della progettazione, e ulteriori servizi connessi, come meglio descritto negli atti di gara, in favore degli enti del servizio sanitario regionale di cui all'art. 1 della LR n. 30 del 27.12.2006 comprese le ASP e degli enti del Servizio sanitario delle regioni convenzionate con ARIA SpA., oltre che degli enti regionali di cui agli allegati A1 e A2 della legge regionale n. 30/2006.",明显误报：非英语普通词 ai,工程/建筑/能源服务
12864606,US,English/Latin,2010-06-09,Aircraft Manufacturing,"4514527111!PANEL,STRUCTURAL,AI",core_ai_en: \bAI\b,"Aircraft Manufacturing 
4514527111!PANEL,STRUCTURAL,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
51692927,US,English/Latin,2019-01-30,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,"8505591458!PANEL,STRUCTURAL,AI",core_ai_en: \bAI\b,"OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING 
8505591458!PANEL,STRUCTURAL,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
91529300,IT,English/Latin,2023-01-11,Italy-Teramo: Miscellaneous medical devices and products,"Procedura aperta ai sensi dell'art. 60 del D.Lgs. 50/2016 e ss.mm.ii., finalizzata alla conclusione di accordo quadro per la fornitura di materiali sanitari per la neurochirurgia. N. gara Simog 8499473",core_ai_en: \bAI\b,"Italy-Teramo: Miscellaneous medical devices and products 
Procedura aperta ai sensi dell'art. 60 del D.Lgs. 50/2016 e ss.mm.ii., finalizzata alla conclusione di accordo quadro per la fornitura di materiali sanitari per la neurochirurgia. N. gara Simog 8499473",明显误报：非英语普通词 ai,医疗/实验室/语音识别相关
15122200,US,English/Latin,2011-02-27,Other Aircraft Part and Auxiliary Equipment Manufacturing,"4517064443!WINDSHIELD PANEL,AI",core_ai_en: \bAI\b,"Other Aircraft Part and Auxiliary Equipment Manufacturing 
4517064443!WINDSHIELD PANEL,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
6375451,US,English/Latin,2013-04-04,Other Aircraft Part and Auxiliary Equipment Manufacturing,"8500177775!PLATE,STRUCTURAL,AI",core_ai_en: \bAI\b,"Other Aircraft Part and Auxiliary Equipment Manufacturing 
8500177775!PLATE,STRUCTURAL,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
54122327,US,English/Latin,2019-02-05,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,"8506244518!AXLE BEARING LHS,AI",core_ai_en: \bAI\b,"OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING 
8506244518!AXLE BEARING LHS,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
84925826,US,English/Latin,2021-11-18,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,"8508691458!PANEL,STRUCTURAL,AI",core_ai_en: \bAI\b,"OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING 
8508691458!PANEL,STRUCTURAL,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
74797549,US,English/Latin,2020-02-19,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,"8507180515!PLATE,STRUCTURAL,AI",core_ai_en: \bAI\b,"OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING 
8507180515!PLATE,STRUCTURAL,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
54113222,US,English/Latin,2018-01-31,AIRCRAFT MANUFACTURING,"8505141850!BRACKET ASSEMBLY,AI",core_ai_en: \bAI\b,"AIRCRAFT MANUFACTURING 
8505141850!BRACKET ASSEMBLY,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
51017021,US,English/Latin,2019-02-07,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,"8506036048!PLATE,STRUCTURAL,AI",core_ai_en: \bAI\b,"OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING 
8506036048!PLATE,STRUCTURAL,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
79329445,IT,English/Latin,2021-05-12,Italy-Turin: Sewer cleaning services,"N. 2 procedure aperte ai sensi dell'art. 60 del D.Lgs. 50/2016, gestite integralmente con modalità telematica, per l'affidamento dei servizi di spurgo e pulizia.",core_ai_en: \bAI\b,"Italy-Turin: Sewer cleaning services 
N. 2 procedure aperte ai sensi dell'art. 60 del D.Lgs. 50/2016, gestite integralmente con modalità telematica, per l'affidamento dei servizi di spurgo e pulizia.",明显误报：非英语普通词 ai,设施维护/清洁/安保/邮政服务
54126203,US,English/Latin,2019-02-08,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,"8506122654!FAIRING,FUSELAGE,AI",core_ai_en: \bAI\b,"OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING 
8506122654!FAIRING,FUSELAGE,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
6895418,US,English/Latin,2014-04-24,Other Aircraft Part and Auxiliary Equipment Manufacturing,"8500178558!PANEL,STRUCTURAL,AI",core_ai_en: \bAI\b,"Other Aircraft Part and Auxiliary Equipment Manufacturing 
8500178558!PANEL,STRUCTURAL,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
4112690,US,English/Latin,2011-03-17,Aircraft Engine and Engine Parts Manufacturing,"4517263093!BLADE,COMPRESSOR,AI",core_ai_en: \bAI\b,"Aircraft Engine and Engine Parts Manufacturing 
4517263093!BLADE,COMPRESSOR,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
18295551,US,English/Latin,2014-05-01,Other Aircraft Part and Auxiliary Equipment Manufacturing,"8500908419!PLATE,STRUCTURAL,AI",core_ai_en: \bAI\b,"Other Aircraft Part and Auxiliary Equipment Manufacturing 
8500908419!PLATE,STRUCTURAL,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
7560665,US,English/Latin,2015-05-01,Other Aircraft Part and Auxiliary Equipment Manufacturing,"8501368455!PLATE,STRUCTURAL,AI",core_ai_en: \bAI\b,"Other Aircraft Part and Auxiliary Equipment Manufacturing 
8501368455!PLATE,STRUCTURAL,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
21036093,US,English/Latin,2016-02-22,Other Aircraft Part and Auxiliary Equipment Manufacturing,"8502961599!PLATE,STRUCTURAL,AI",core_ai_en: \bAI\b,"Other Aircraft Part and Auxiliary Equipment Manufacturing 
8502961599!PLATE,STRUCTURAL,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
20715699,US,English/Latin,2013-04-24,Other Aircraft Part and Auxiliary Equipment Manufacturing,"8500192460!PLATE,STRUCTURAL,AI",core_ai_en: \bAI\b,"Other Aircraft Part and Auxiliary Equipment Manufacturing 
8500192460!PLATE,STRUCTURAL,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
12267731,US,English/Latin,2015-05-05,Other Aircraft Part and Auxiliary Equipment Manufacturing,"8502077322!GEARBOX ASSEMBLY,AI",core_ai_en: \bAI\b,"Other Aircraft Part and Auxiliary Equipment Manufacturing 
8502077322!GEARBOX ASSEMBLY,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
2778035,US,English/Latin,2012-03-24,Other Aircraft Part and Auxiliary Equipment Manufacturing,"4519115314!PLATE,STRUCTURAL,AI",core_ai_en: \bAI\b,"Other Aircraft Part and Auxiliary Equipment Manufacturing 
4519115314!PLATE,STRUCTURAL,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
17110473,US,English/Latin,2012-04-18,Other Aircraft Part and Auxiliary Equipment Manufacturing,"4516831208!PANEL,STRUCTURAL,AI",core_ai_en: \bAI\b,"Other Aircraft Part and Auxiliary Equipment Manufacturing 
4516831208!PANEL,STRUCTURAL,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
19868487,US,English/Latin,2015-05-07,Other Aircraft Part and Auxiliary Equipment Manufacturing,"8502077950!PANEL,STRUCTURAL,AI",core_ai_en: \bAI\b,"Other Aircraft Part and Auxiliary Equipment Manufacturing 
8502077950!PANEL,STRUCTURAL,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
21893095,US,English/Latin,2016-02-25,Other Aircraft Part and Auxiliary Equipment Manufacturing,"8502965625!PLATE,STRUCTURAL,AI",core_ai_en: \bAI\b,"Other Aircraft Part and Auxiliary Equipment Manufacturing 
8502965625!PLATE,STRUCTURAL,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
51317611,US,English/Latin,2018-02-07,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,"8505172417!PANEL,STRUCTURAL,AI",core_ai_en: \bAI\b,"OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING 
8505172417!PANEL,STRUCTURAL,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
79429718,IT,English/Latin,2019-04-17,Italy-Rome: Energy-management services,"La procedura è finalizzata alla stipula di una convenzione per ogni lotto, ai sensi dell'art. 26 della L. n. 488 del 1999 e s.m.i. e dell'art. 58 della L. n. 388 del 2000, per l'affidamento di un multiservizio tecnologico integrato con fornitura di energia per gli edifici, in uso, a qualsiasi titolo, alle pubbliche amministrazioni sanitarie, edizione 2.",core_ai_en: \bAI\b,"Italy-Rome: Energy-management services 
La procedura è finalizzata alla stipula di una convenzione per ogni lotto, ai sensi dell'art. 26 della L. n. 488 del 1999 e s.m.i. e dell'art. 58 della L. n. 388 del 2000, per l'affidamento di un multiservizio tecnologico integrato con fornitura di energia per gli edifici, in uso, a qualsiasi titolo, alle pubbliche amministrazioni sanitarie, edizione 2.",明显误报：非英语普通词 ai,其他/需人工查看描述
51326228,US,English/Latin,2019-02-21,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,"8505904467!PLATE,STRUCTURAL,AI",core_ai_en: \bAI\b,"OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING 
8505904467!PLATE,STRUCTURAL,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
6420415,US,English/Latin,2013-05-13,Other Aircraft Part and Auxiliary Equipment Manufacturing,"8500198450!PANEL,STRUCTURAL,AI",core_ai_en: \bAI\b,"Other Aircraft Part and Auxiliary Equipment Manufacturing 
8500198450!PANEL,STRUCTURAL,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
85127261,IT,English/Latin,2022-02-02,"Italy-Marina di Pietrasanta: Pipeline, piping, pipes, casing, tubing and related items","Procedura aperta ai sensi dell'articolo 60 del D.Lgs. n. 50/2016 e ss.mm.ii., da svolgersi in modalità telematica, avente ad oggetto la fornitura di materiale vario ad uso acquedotto e fognatura.",core_ai_en: \bAI\b,"Italy-Marina di Pietrasanta: Pipeline, piping, pipes, casing, tubing and related items 
Procedura aperta ai sensi dell'articolo 60 del D.Lgs. n. 50/2016 e ss.mm.ii., da svolgersi in modalità telematica, avente ad oggetto la fornitura di materiale vario ad uso acquedotto e fognatura.",明显误报：非英语普通词 ai,其他/需人工查看描述
7997814,US,English/Latin,2014-05-21,Other Aircraft Part and Auxiliary Equipment Manufacturing,"8500977103!PANEL,STRUCTURAL,AI",core_ai_en: \bAI\b,"Other Aircraft Part and Auxiliary Equipment Manufacturing 
8500977103!PANEL,STRUCTURAL,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
7171625,US,English/Latin,2014-05-23,Other Aircraft Part and Auxiliary Equipment Manufacturing,"8500987058!PLATE,STRUCTURAL,AI",core_ai_en: \bAI\b,"Other Aircraft Part and Auxiliary Equipment Manufacturing 
8500987058!PLATE,STRUCTURAL,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
6692722,US,English/Latin,2013-05-21,Other Aircraft Part and Auxiliary Equipment Manufacturing,"8500220014!PANEL,STRUCTURAL,AI",core_ai_en: \bAI\b,"Other Aircraft Part and Auxiliary Equipment Manufacturing 
8500220014!PANEL,STRUCTURAL,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
51683088,US,English/Latin,2018-02-14,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,"8505200797!COVER,SEAT FRAME,AI",core_ai_en: \bAI\b,"OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING 
8505200797!COVER,SEAT FRAME,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
79492983,IT,English/Latin,2021-06-30,Italy-Rome: Gas distribution and related services,"Procedura aperta di carattere comunitario ai sensi dell'art. 60, comma 1 del D.Lgs. n. 50/2016 volta alla stipula di un accordo quadro del consorzio CAIE, in qualità di centrale di committenza, per la fornitura di gas metano e servizi connessi per un ammontare totale annuo fino a 6 500 000 Smc +/- 20 %, con circa n. 250 +/- 20 % punti di riconsegna totali dislocati sul territorio nazionale, dal 1.10.2020 al 30.9.2021 salvo per quanto riguarda il fabbisogno afferente il consorziato AdR (Aeroporti di Roma) che decorrerà dal 1.1.2021 fino al 31.12.2021.",core_ai_en: \bAI\b,"Italy-Rome: Gas distribution and related services 
Procedura aperta di carattere comunitario ai sensi dell'art. 60, comma 1 del D.Lgs. n. 50/2016 volta alla stipula di un accordo quadro del consorzio CAIE, in qualità di centrale di committenza, per la fornitura di gas metano e servizi connessi per un ammontare totale annuo fino a 6 500 000 Smc +/- 20 %, con circa n. 250 +/- 20 % punti di riconsegna totali dislocati sul territorio nazionale, dal 1.10.2020 al 30.9.2021 salvo per quanto riguarda il fabbisogno afferente il consorziato AdR (Aeroporti di Roma) che decorrerà dal 1.1.2021 fino al 31.12.2021.",明显误报：非英语普通词 ai,其他/需人工查看描述
21907114,US,English/Latin,2017-03-09,Other Aircraft Part and Auxiliary Equipment Manufacturing,"8504179731!PANEL,STRUCTURAL,AI",core_ai_en: \bAI\b,"Other Aircraft Part and Auxiliary Equipment Manufacturing 
8504179731!PANEL,STRUCTURAL,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
91795754,US,English/Latin,2022-12-03,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,"8509566527!PANEL,STRUCTURAL,AI",core_ai_en: \bAI\b,"OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING 
8509566527!PANEL,STRUCTURAL,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
91843706,IT,English/Latin,2023-01-26,Italy-Rome: Building and facilities management services,"La procedura è finalizzata alla conclusione di un Accordo Quadro, suddiviso in 24 Lotti, ai sensi dell'art. 54, comma 4, lett. a, del D.Lgs. n. 50/2016, avente ad oggetto i servizi di Facility Management da eseguirsi nei Grandi Immobili, in uso a qualsiasi titolo alle Pubbliche Amministrazioni e adibiti prevalentemente ad uso ufficio, nonché nei Grandi Immobili in uso a qualsiasi titolo alle Istituzioni Universitarie Pubbliche ed agli Enti ed Istituti di Ricerca. Per maggiori dettagli, si rinvia alla documentazione di gara.",core_ai_en: \bAI\b,"Italy-Rome: Building and facilities management services 
La procedura è finalizzata alla conclusione di un Accordo Quadro, suddiviso in 24 Lotti, ai sensi dell'art. 54, comma 4, lett. a, del D.Lgs. n. 50/2016, avente ad oggetto i servizi di Facility Management da eseguirsi nei Grandi Immobili, in uso a qualsiasi titolo alle Pubbliche Amministrazioni e adibiti prevalentemente ad uso ufficio, nonché nei Grandi Immobili in uso a qualsiasi titolo alle Istituzioni Universitarie Pubbliche ed agli Enti ed Istituti di Ricerca. Per maggiori dettagli, si rinvia alla documentazione di gara.",明显误报：非英语普通词 ai,工程/建筑/能源服务
51021032,US,English/Latin,2019-02-27,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,"8506265872!PLATE,STRUCTURAL,AI",core_ai_en: \bAI\b,"OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING 
8506265872!PLATE,STRUCTURAL,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
7411011,US,English/Latin,2014-06-18,Other Aircraft Part and Auxiliary Equipment Manufacturing,"8500739452!PANEL,STRUCTURAL,AI",core_ai_en: \bAI\b,"Other Aircraft Part and Auxiliary Equipment Manufacturing 
8500739452!PANEL,STRUCTURAL,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
7213729,US,English/Latin,2014-06-19,Other Aircraft Part and Auxiliary Equipment Manufacturing,"8501059767!PANEL,STRUCTURAL,AI",core_ai_en: \bAI\b,"Other Aircraft Part and Auxiliary Equipment Manufacturing 
8501059767!PANEL,STRUCTURAL,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
85284502,IT,Spanish/Latin,2022-02-18,Italy-Genoa: Various medicinal products,"Appalto specifico nell'ambito del sistema dinamico di acquisizione su piattaforma Consip Spa, ai sensi dellìart. 55 D.Lgs. n. 50/2016, per la Fornitura di prodotti Farmaceutici occorrenti alle Aziende Sanitarie ed Ospedaliere della Regione Liguraia, della Provincia Autonoma di Bolzano per un periodo di dodici mesi (con opzione di rinnovo per ulteriori dodici mesi). Lotti n. 454. Numero gara ANAC 8168291",core_ai_en: \bAI\b,"Italy-Genoa: Various medicinal products 
Appalto specifico nell'ambito del sistema dinamico di acquisizione su piattaforma Consip Spa, ai sensi dellìart. 55 D.Lgs. n. 50/2016, per la Fornitura di prodotti Farmaceutici occorrenti alle Aziende Sanitarie ed Ospedaliere della Regione Liguraia, della Provincia Autonoma di Bolzano per un periodo di dodici mesi (con opzione di rinnovo per ulteriori dodici mesi). Lotti n. 454. Numero gara ANAC 8168291",明显误报：非英语普通词 ai,其他/需人工查看描述
6844475,US,English/Latin,2014-06-24,Other Aircraft Part and Auxiliary Equipment Manufacturing,"8500144716!PANEL,STRUCTURAL,AI",core_ai_en: \bAI\b,"Other Aircraft Part and Auxiliary Equipment Manufacturing 
8500144716!PANEL,STRUCTURAL,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
51129976,US,English/Latin,2019-03-01,AIRCRAFT MANUFACTURING,"4545132329!PLATE,STRUCTURAL,AI",core_ai_en: \bAI\b,"AIRCRAFT MANUFACTURING 
4545132329!PLATE,STRUCTURAL,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
91945194,IT,Spanish/Latin,2023-03-06,"Italy-Comacchio: Project and design preparation, estimation of costs","Procedura aperta sopra soglia comunitaria ai sensi dell'art. 60 del D. Lgs. n. 50/2016 e s.m.i., con il criterio dell'offerta economicamente più vantaggiosa ai sensi dell'art. 95 del D. Lgs. n. 50/2016 e s.m.i., per l'affidamento del servizio di progettazione definitiva, esecutiva, coordinamento della sicurezza in fase di progettazione, direzione lavori, contabilità e coordinamento della sicurezza in fase di esecuzione dell'intervento denominato Rigenerazione urbana di Comacchio. CIG 9468850635 - CUP D54E21000260001",core_ai_en: \bAI\b,"Italy-Comacchio: Project and design preparation, estimation of costs 
Procedura aperta sopra soglia comunitaria ai sensi dell'art. 60 del D. Lgs. n. 50/2016 e s.m.i., con il criterio dell'offerta economicamente più vantaggiosa ai sensi dell'art. 95 del D. Lgs. n. 50/2016 e s.m.i., per l'affidamento del servizio di progettazione definitiva, esecutiva, coordinamento della sicurezza in fase di progettazione, direzione lavori, contabilità e coordinamento della sicurezza in fase di esecuzione dell'intervento denominato Rigenerazione urbana di Comacchio. CIG 9468850635 - CUP D54E21000260001",明显误报：非英语普通词 ai,其他/需人工查看描述
51310828,US,English/Latin,2018-02-27,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,"8505215301!PLATE,STRUCTURAL,AI",core_ai_en: \bAI\b,"OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING 
8505215301!PLATE,STRUCTURAL,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
19683275,US,English/Latin,2011-06-08,Aircraft Engine and Engine Parts Manufacturing,"4518072331!BLADE,COMPRESSOR,AI",core_ai_en: \bAI\b,"Aircraft Engine and Engine Parts Manufacturing 
4518072331!BLADE,COMPRESSOR,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
14936897,US,English/Latin,2014-07-07,Other Aircraft Part and Auxiliary Equipment Manufacturing,"8501094182!PLATE,STRUCTURAL,AI",core_ai_en: \bAI\b,"Other Aircraft Part and Auxiliary Equipment Manufacturing 
8501094182!PLATE,STRUCTURAL,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
51301122,US,English/Latin,2017-11-07,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,"8504914214!PLATE,STRUCTURAL,AI",core_ai_en: \bAI\b,"OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING 
8504914214!PLATE,STRUCTURAL,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
85346397,US,English/Latin,2021-12-17,AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING,"8508757386!BLADE,COMPRESSOR,AI",core_ai_en: \bAI\b,"AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING 
8508757386!BLADE,COMPRESSOR,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
6646678,US,English/Latin,2013-07-03,Other Aircraft Part and Auxiliary Equipment Manufacturing,"8500271437!PLATE,STRUCTURAL,AI",core_ai_en: \bAI\b,"Other Aircraft Part and Auxiliary Equipment Manufacturing 
8500271437!PLATE,STRUCTURAL,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
91999083,US,English/Latin,2022-12-15,AIRCRAFT MANUFACTURING,"8509594114!PANEL,STRUCTURAL,AI",core_ai_en: \bAI\b,"AIRCRAFT MANUFACTURING 
8509594114!PANEL,STRUCTURAL,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
21918944,US,English/Latin,2016-03-17,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing","BLADE SET, COMPRESSO; BLADE, COMPRESSOR, AI",core_ai_en: \bAI\b,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing 
BLADE SET, COMPRESSO; BLADE, COMPRESSOR, AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
4647041,US,English/Latin,2012-06-13,Other Aircraft Part and Auxiliary Equipment Manufacturing,"8500036961!PANEL,STRUCTURAL,AI",core_ai_en: \bAI\b,"Other Aircraft Part and Auxiliary Equipment Manufacturing 
8500036961!PANEL,STRUCTURAL,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
92022093,IT,Spanish/Latin,2023-03-07,Italy-Genoa: Disposable gloves,"Gara a procedura aperta ai sensi dell'art. 60 del D.Lgs. n. 50/2016 ss.mm.ii., svolta attraverso la piattaforma telematica Sintel, per l'affidamento della fornitura di guanti monouso ad uso sanitario occorrenti alle AA.SS.LL., EE.OO. e II.R.C.C.S. della Regione Liguria (II edizione) per un periodo di anni tre (con opzione di proroga per ulteriori 12 mesi).",core_ai_en: \bAI\b,"Italy-Genoa: Disposable gloves 
Gara a procedura aperta ai sensi dell'art. 60 del D.Lgs. n. 50/2016 ss.mm.ii., svolta attraverso la piattaforma telematica Sintel, per l'affidamento della fornitura di guanti monouso ad uso sanitario occorrenti alle AA.SS.LL., EE.OO. e II.R.C.C.S. della Regione Liguria (II edizione) per un periodo di anni tre (con opzione di proroga per ulteriori 12 mesi).",明显误报：非英语普通词 ai,其他/需人工查看描述
6194940,US,English/Latin,2013-07-09,Other Aircraft Part and Auxiliary Equipment Manufacturing,"8500275757!PANEL,STRUCTURAL,AI",core_ai_en: \bAI\b,"Other Aircraft Part and Auxiliary Equipment Manufacturing 
8500275757!PANEL,STRUCTURAL,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
51134992,CA,English/Latin,2014-12-05,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,"8501600024!PLATE,STRUCTURAL,AI",core_ai_en: \bAI\b,"OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING 
8501600024!PLATE,STRUCTURAL,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
11855101,US,English/Latin,2014-07-11,Other Aircraft Part and Auxiliary Equipment Manufacturing,"8501126135!BLADE,COMPRESSOR,AI",core_ai_en: \bAI\b,"Other Aircraft Part and Auxiliary Equipment Manufacturing 
8501126135!BLADE,COMPRESSOR,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
21893227,US,English/Latin,2016-03-21,Other Aircraft Part and Auxiliary Equipment Manufacturing,"8502976597!PLATE,STRUCTURAL,AI",core_ai_en: \bAI\b,"Other Aircraft Part and Auxiliary Equipment Manufacturing 
8502976597!PLATE,STRUCTURAL,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
12382755,US,English/Latin,2016-03-22,Other Aircraft Part and Auxiliary Equipment Manufacturing,"8503058091!WINDSHIELD PANEL,AI",core_ai_en: \bAI\b,"Other Aircraft Part and Auxiliary Equipment Manufacturing 
8503058091!WINDSHIELD PANEL,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
12481941,US,English/Latin,2014-07-23,Aircraft Manufacturing,"8501172514!PLATE,STRUCTURAL,AI",core_ai_en: \bAI\b,"Aircraft Manufacturing 
8501172514!PLATE,STRUCTURAL,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
1824116,US,English/Latin,2010-05-11,Aircraft Manufacturing,"4513072493!PLATE,STRUCTURAL,AI",core_ai_en: \bAI\b,"Aircraft Manufacturing 
4513072493!PLATE,STRUCTURAL,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
9036172,US,English/Latin,2015-07-01,Other Aircraft Part and Auxiliary Equipment Manufacturing,"8502256850!PANEL,STRUCTURAL,AI",core_ai_en: \bAI\b,"Other Aircraft Part and Auxiliary Equipment Manufacturing 
8502256850!PANEL,STRUCTURAL,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
51364775,US,English/Latin,2019-01-11,HARDWARE MANUFACTURING,"8506192509!BLADE,COMPRESSOR,AI",core_ai_en: \bAI\b,"HARDWARE MANUFACTURING 
8506192509!BLADE,COMPRESSOR,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
