TENDER_BIZPORTAL_ID,TENDER_COUNTRY,ESTIMATED_LANGUAGE,TENDER_DATE_OF_AWARD,TENDER_TITLE,TENDER_DESCRIPTION,AI_MATCH_TERMS,SEARCH_TEXT,AI_REVIEW_LABEL,PROCUREMENT_CONTENT
88083719,GB,English/Latin,2021-09-01,G-Cloud 12 Call-Off Contract,G-Cloud 12 Lot 3 - Data Science Training - Python R - solution service,core_ai_en: data science,"G-Cloud 12 Call-Off Contract 
G-Cloud 12 Lot 3 - Data Science Training - Python R - solution service",明确 AI 相关,AI 软件、平台或信息系统
84468169,US,English/Latin,2022-04-20,ENSURING CONSISTENCY OF SYSTEMIC INFORMATION THROUGH SPECTRAL TEMPORAL GRAPH NEURAL NETWORK WITH DEEP REINFORCEMENT HYPERPARAMETER,ENSURING CONSISTENCY OF SYSTEMIC INFORMATION THROUGH SPECTRAL TEMPORAL GRAPH NEURAL NETWORK WITH DEEP REINFORCEMENT HYPERPARAMETER,core_ai_en: neural network,"ENSURING CONSISTENCY OF SYSTEMIC INFORMATION THROUGH SPECTRAL TEMPORAL GRAPH NEURAL NETWORK WITH DEEP REINFORCEMENT HYPERPARAMETER 
ENSURING CONSISTENCY OF SYSTEMIC INFORMATION THROUGH SPECTRAL TEMPORAL GRAPH NEURAL NETWORK WITH DEEP REINFORCEMENT HYPERPARAMETER",明确 AI 相关,AI 软件、平台或信息系统
88232018,AU,English/Latin,2022-07-24,Computer services : Department of Defence : 2022-07-24,Data Science Support Services,core_ai_en: data science,"Computer services : Department of Defence : 2022-07-24 
Data Science Support Services",明确 AI 相关,AI 数据分析、建模或算法服务
47260043,US,English/Latin,2018-08-29,SOFTWARE PUBLISHERS,"TWO (2) MATLAB (MLSMS), TWO (2) IMAGE PROCESSING TOOLBOXES (IPSMS), TWO (2) SIGNAL PROCESSING TOOLBOXES (SGSMS), AND ONE (1) STATISTIC AND MACHINE LEARNING TOOLBOX (STSMS)",core_ai_en: machine learning,"SOFTWARE PUBLISHERS 
TWO (2) MATLAB (MLSMS), TWO (2) IMAGE PROCESSING TOOLBOXES (IPSMS), TWO (2) SIGNAL PROCESSING TOOLBOXES (SGSMS), AND ONE (1) STATISTIC AND MACHINE LEARNING TOOLBOX (STSMS)",明确 AI 相关,AI 软件、平台或信息系统
162900883,KR,English/Latin,2011-11-15,"Seoul Artificial Intelligence High School, Seoul Metropolitan Office of Education : 2011-11-15 : Educational Institution : Service_performance_details", Purchase of 14 computers and 2 other types of computer lab equipment,core_ai_en: artificial intelligence,"Seoul Artificial Intelligence High School, Seoul Metropolitan Office of Education : 2011-11-15 : Educational Institution : Service_performance_details 
 Purchase of 14 computers and 2 other types of computer lab equipment",明确 AI 相关,其他/需人工查看描述
45806299,US,English/Latin,2020-05-11,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,APPEALS CASE MEMORANDUM (ACM) TEXT ANALYTICS RESEARCH AND SUPPORT,core_ai_en: text analytics,"ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES 
APPEALS CASE MEMORANDUM (ACM) TEXT ANALYTICS RESEARCH AND SUPPORT",明确 AI 相关,AI 研究、研发或原型项目
162231767,KR,Other/Unknown Latin,2010-12-27,"Seoul Artificial Intelligence High School, Seoul Metropolitan Office of Education : 2010-12-24 : Educational Institution : Service_performance_details", Purchase of Military Specialized Equipment Information Electronics Scanner,core_ai_en: artificial intelligence,"Seoul Artificial Intelligence High School, Seoul Metropolitan Office of Education : 2010-12-24 : Educational Institution : Service_performance_details 
 Purchase of Military Specialized Equipment Information Electronics Scanner",明确 AI 相关,其他/需人工查看描述
9085955,AU,English/Latin,2016-09-07,"Research and Development in the Physical, Engineering, and Life Sciences","IGF::OT::IGF DARPA'S LOW RESOURCE LANGUAGES FOR EMERGENT INCIDENTS(LORELEI)PROGRAM. LORELEI WILL RESEARCH AND DEVELOP HUMAN LANGUAGE TECHNOLOGY THAT ELIMINATES THE CURRENT RELIANCE ON HUGE, MANUALLY-TRANSLATED, MANUALLY-TRANSCRIBED, OR MANUALLY-ANNOTATED CORPORA TO INSTEAD LEVERAGE LANGUAGE-UNIVERSAL RESOURCES, PROJECTING FROM RELATED-LANGUAGE RESOURCES, AND FULLY EXPLOITING A BROAD RANGE OF LANGUAGE-SPECIFIC RESOURCES TO SUPPORT, THROUGH MACHINE LEARNING, SITUATIONAL AWARENESS OF LOW-RESOURCE FOREIGN LANGUAGES WITHIN A SHORT TIMEFRAME. AS A TA3.1 PERFORMER, APPEN SHALL COLLECT AND ANNOTATE (FOR TOPIC) SPEECH DATA IN THE 22 TYPOLOGICALLY REPRESENTATIVE LANGUAGES DESIGNATED BY DARPA TO SUPPORT THE DEVELOPMENT OF THE LORELEI TECHNOLOGIES.",core_ai_en: machine learning,"Research and Development in the Physical, Engineering, and Life Sciences 
IGF::OT::IGF DARPA'S LOW RESOURCE LANGUAGES FOR EMERGENT INCIDENTS(LORELEI)PROGRAM. LORELEI WILL RESEARCH AND DEVELOP HUMAN LANGUAGE TECHNOLOGY THAT ELIMINATES THE CURRENT RELIANCE ON HUGE, MANUALLY-TRANSLATED, MANUALLY-TRANSCRIBED, OR MANUALLY-ANNOTATED CORPORA TO INSTEAD LEVERAGE LANGUAGE-UNIVERSAL RESOURCES, PROJECTING FROM RELATED-LANGUAGE RESOURCES, AND FULLY EXPLOITING A BROAD RANGE OF LANGUAGE-SPECIFIC RESOURCES TO SUPPORT, THROUGH MACHINE LEARNING, SITUATIONAL AWARENESS OF LOW-RESOURCE FOREIGN LANGUAGES WITHIN A SHORT TIMEFRAME. AS A TA3.1 PERFORMER, APPEN SHALL COLLECT AND ANNOTATE (FOR TOPIC) SPEECH DATA IN THE 22 TYPOLOGICALLY REPRESENTATIVE LANGUAGES DESIGNATED BY DARPA TO SUPPORT THE DEVELOPMENT OF THE LORELEI TECHNOLOGIES.",明确 AI 相关,AI 研究、研发或原型项目
84182629,US,English/Latin,2022-05-16,"DATA PROCESSING, HOSTING, AND RELATED SERVICES",ROBOTIC PROCESS AUTOMATION SUPPORT,core_ai_en: robotic process automation,"DATA PROCESSING, HOSTING, AND RELATED SERVICES 
ROBOTIC PROCESS AUTOMATION SUPPORT",明确 AI 相关,AI 自动化、识别或虚拟助手应用
77531756,US,English/Latin,2021-06-25,OTHER COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT RENTAL AND LEASING,RENTAL OF FOUR REGENERATIVE AIR DRYERS FOR CVN-75,core_ai_en: generative ai,"OTHER COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT RENTAL AND LEASING 
RENTAL OF FOUR REGENERATIVE AIR DRYERS FOR CVN-75",明确 AI 相关,其他/需人工查看描述
167725900,KR,Other/Unknown Latin,2014-05-01,Seoul Metropolitan Office of Education Kwangwoon Artificial Intelligence High School : 2014-05-01 : Other Organization : Goods,Seafood,core_ai_en: artificial intelligence,"Seoul Metropolitan Office of Education Kwangwoon Artificial Intelligence High School : 2014-05-01 : Other Organization : Goods 
Seafood",明确 AI 相关,食品/农产品供应
47303223,US,English/Latin,2017-11-15,2015-08-31 : Victoria : NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,"TELE-OPERATED ROBOTS COULD BENEFIT FROM SOME AUTONOMOUS BEHAVIOR SO EVERY ACTION DOES NOT HAVE TO BE A ONE-TO-ONE OPERATION. CARG MANIPULATION WOULD GREATLY BENEFIT FROM AUTONOMOUS BEHAVIORS. THE GOAL OF THIS PROJECT IS TO DEVELOP A SYSTEM OF AUTONOMOUS CARGO MANIPULATION FOR THE TRI-THLETE ROBOT PROTOTYPE. THIS SYSTEM WILL REQUIRE COMPUTER VISION TASKS TO INTERPRET THE PRESENCE, POSITION AND ORIENTATION OF THE CARGO CONTAINERS. THESE TASKS ARE BY NATURE PARALLELIZABLE AND WOULD BENEFIT FROM A FIELD PROGRAMMABLE GATE ARRAY (FPGA) CO-PROCESSOR CAPABLE OF SUCH PARALLEL COMPUTATIONS. IN ADDITION, MODEL LEARNING WILL BE USED TO INCREASE THE ROBOT'S SITUATIONAL AWARENESS AND TO GUIDE THE INVERSE KINEMATICS NECESSARY FOR LIFTING AND MANIPULATING DETECTED CARGO. THIS SYSTEM WILL FIRST BE SIMULATED IN UHV'S COMPUTATION AND ADVANCED VISUALIZATION ENGINEERING (CAVE) LAB USING THE PATROLBOT EQUIPPED WITH A STEREO CAMERA AND MANIPULATOR. DATA WILL BE TRANSFERRED TO A GPU ACCELERATED SERVER TO SIMULATE THE FPGA CO-PROCESSOR, AND PSEUDO-CARGO WILL BE PICKED UP USING THE MANIPULATOR. THE UNREAL ENGINE 4 GAME ENGINE WILL BE USED TO TEST EACH STEP OF THE SIMULATION. AFTER THE SIMULATION YIELDS SUCCESSFUL MODELS FOR DETECTION AND OPERATION OF CARGO SAFELY AND EFFECTIVELY, THE SYSTEM WILL BE IMPLEMENTED ON THE TRI-ATHLETE PROTOTYPE.",core_ai_en: computer vision,"2015-08-31 : Victoria : NATIONAL AERONAUTICS AND SPACE ADMINISTRATION 
TELE-OPERATED ROBOTS COULD BENEFIT FROM SOME AUTONOMOUS BEHAVIOR SO EVERY ACTION DOES NOT HAVE TO BE A ONE-TO-ONE OPERATION. CARG MANIPULATION WOULD GREATLY BENEFIT FROM AUTONOMOUS BEHAVIORS. THE GOAL OF THIS PROJECT IS TO DEVELOP A SYSTEM OF AUTONOMOUS CARGO MANIPULATION FOR THE TRI-THLETE ROBOT PROTOTYPE. THIS SYSTEM WILL REQUIRE COMPUTER VISION TASKS TO INTERPRET THE PRESENCE, POSITION AND ORIENTATION OF THE CARGO CONTAINERS. THESE TASKS ARE BY NATURE PARALLELIZABLE AND WOULD BENEFIT FROM A FIELD PROGRAMMABLE GATE ARRAY (FPGA) CO-PROCESSOR CAPABLE OF SUCH PARALLEL COMPUTATIONS. IN ADDITION, MODEL LEARNING WILL BE USED TO INCREASE THE ROBOT'S SITUATIONAL AWARENESS AND TO GUIDE THE INVERSE KINEMATICS NECESSARY FOR LIFTING AND MANIPULATING DETECTED CARGO. THIS SYSTEM WILL FIRST BE SIMULATED IN UHV'S COMPUTATION AND ADVANCED VISUALIZATION ENGINEERING (CAVE) LAB USING THE PATROLBOT EQUIPPED WITH A STEREO CAMERA AND MANIPULATOR. DATA WILL BE TRANSFERRED TO A GPU ACCELERATED SERVER TO SIMULATE THE FPGA CO-PROCESSOR, AND PSEUDO-CARGO WILL BE PICKED UP USING THE MANIPULATOR. THE UNREAL ENGINE 4 GAME ENGINE WILL BE USED TO TEST EACH STEP OF THE SIMULATION. AFTER THE SIMULATION YIELDS SUCCESSFUL MODELS FOR DETECTION AND OPERATION OF CARGO SAFELY AND EFFECTIVELY, THE SYSTEM WILL BE IMPLEMENTED ON THE TRI-ATHLETE PROTOTYPE.",明确 AI 相关,AI 研究、研发或原型项目
10665364,US,English/Latin,2018-05-08,Computer Systems Design Services,IGF::OT::IGF FOR THE DESIGN AND DEVELOPMENT OF THE PROOF OF CONCEPT FOR ROBOTIC PROCESS AUTOMATION SOFTWARE.,core_ai_en: robotic process automation,"Computer Systems Design Services 
IGF::OT::IGF FOR THE DESIGN AND DEVELOPMENT OF THE PROOF OF CONCEPT FOR ROBOTIC PROCESS AUTOMATION SOFTWARE.",明确 AI 相关,AI 研究、研发或原型项目
54843978,US,English/Latin,2021-03-30,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,ANALYTICS 37 FY20 SENTIMENT ANALYSIS AND TOPIC MODELING,core_ai_en: sentiment analysis,"RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES 
ANALYTICS 37 FY20 SENTIMENT ANALYSIS AND TOPIC MODELING",明确 AI 相关,AI 研究、研发或原型项目
5910755,GB,English/Latin,2012-12-01,UK-London: Computer-related services,"Train Information Services Limited (TISL), trading as National Rail Enquiries (NRE), is a company wholly owned by Train Operating Companies (TOCs) operating within the Association of Train Operating Companies (ATOC) responsible for providing a range of services to TOCs and their customers. The main service is the nationalrail.co.uk online service providing rail journey planner, live train information and comprehensive information about the rail industry including service disruption and station facilities information, special offers and conditions of carriage.The service receives on average 19mln visits per month across the web and mobile channels with significant short-term peaks driven by travel disruption. Usage of the service is growing with the introduction of dedicated mobile website and smart-phone apps. It is supported by the Online Journey Planner (OJP) and ‘Darwin' applications.‘Darwin' is the source of information that feeds all of NRE's real time services, providing predictions and actual train movements across the National Rail network in real time. OJP allows users to find the best journey options between any two National Rail locations, based on complex network rules.In addition, NRE provides other online services, including the ‘Lisa' real-time virtual assistant, ‘Stations Made Easy', online TV, mobile services and supports a wide-range of web-services and ‘white-label' online solutions for partner organisations. NRE's current estate comprises approximately 200 physical servers provided by dedicated managed hosting solutions. These provide web, application and database hosting.The current services are typically configured as ‘active/active' across dual data centres and operate to stringent availability criteria (99.99% availability) and user response times.National Rail Enquires aims to procure:Agile, commodity hosting that is capable of supporting its full range of high volume customer-facing online applications; andService integration and management of NRE's consolidated hosting estate, including a single point of contact service desk to industry users and third party licencees of its services.Respondents may submit bids in respect of one or both of the Lots stated in this notice.The successful supplier will be required to deliver services to a rigorous service level and service credit regime and will be required to demonstrate experience of operating under a similar regime.NRE envisages that delivery of the majority of the initial requirements will be completed by the successful tenderer(s) prior to the 1st January 2013 with a go-live prior to the 1st April 2013 in order to support the initial application's transition to live. Thereafter as National Rail Enquiries' various application contracts are renewed over an expected six to eight month period, they will be moved to the new infrastructure.The services may also be used to include the hosting needs of other parts of ATOC.",core_ai_en: virtual assistant,"UK-London: Computer-related services 
Train Information Services Limited (TISL), trading as National Rail Enquiries (NRE), is a company wholly owned by Train Operating Companies (TOCs) operating within the Association of Train Operating Companies (ATOC) responsible for providing a range of services to TOCs and their customers. The main service is the nationalrail.co.uk online service providing rail journey planner, live train information and comprehensive information about the rail industry including service disruption and station facilities information, special offers and conditions of carriage.The service receives on average 19mln visits per month across the web and mobile channels with significant short-term peaks driven by travel disruption. Usage of the service is growing with the introduction of dedicated mobile website and smart-phone apps. It is supported by the Online Journey Planner (OJP) and ‘Darwin' applications.‘Darwin' is the source of information that feeds all of NRE's real time services, providing predictions and actual train movements across the National Rail network in real time. OJP allows users to find the best journey options between any two National Rail locations, based on complex network rules.In addition, NRE provides other online services, including the ‘Lisa' real-time virtual assistant, ‘Stations Made Easy', online TV, mobile services and supports a wide-range of web-services and ‘white-label' online solutions for partner organisations. NRE's current estate comprises approximately 200 physical servers provided by dedicated managed hosting solutions. These provide web, application and database hosting.The current services are typically configured as ‘active/active' across dual data centres and operate to stringent availability criteria (99.99% availability) and user response times.National Rail Enquires aims to procure:Agile, commodity hosting that is capable of supporting its full range of high volume customer-facing online applications; andService integration and management of NRE's consolidated hosting estate, including a single point of contact service desk to industry users and third party licencees of its services.Respondents may submit bids in respect of one or both of the Lots stated in this notice.The successful supplier will be required to deliver services to a rigorous service level and service credit regime and will be required to demonstrate experience of operating under a similar regime.NRE envisages that delivery of the majority of the initial requirements will be completed by the successful tenderer(s) prior to the 1st January 2013 with a go-live prior to the 1st April 2013 in order to support the initial application's transition to live. Thereafter as National Rail Enquiries' various application contracts are renewed over an expected six to eight month period, they will be moved to the new infrastructure.The services may also be used to include the hosting needs of other parts of ATOC.",明确 AI 相关,AI 自动化、识别或虚拟助手应用
87400298,US,English/Latin,2022-06-03,OTHER COMPUTER RELATED SERVICES,"THIS PROCUREMENT ALLOWS PRSU TO ATTAIN THREE (3) SAS VISUAL MACHINE LEARNING LICENSES TO BE INSTALLED AND CONFIGURED BY SAS PERSONNEL TO INCLUDE THEIR TRAVEL TO THE CJISD FACILITY.  IN ADDITION, THIS PROCUREMENT WILL ALSO ALLOW FOR THE TRAINING (KNOW",core_ai_en: machine learning,"OTHER COMPUTER RELATED SERVICES 
THIS PROCUREMENT ALLOWS PRSU TO ATTAIN THREE (3) SAS VISUAL MACHINE LEARNING LICENSES TO BE INSTALLED AND CONFIGURED BY SAS PERSONNEL TO INCLUDE THEIR TRAVEL TO THE CJISD FACILITY.  IN ADDITION, THIS PROCUREMENT WILL ALSO ALLOW FOR THE TRAINING (KNOW",明确 AI 相关,AI 软件、平台或信息系统
47074520,US,English/Latin,2019-06-27,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",THIS EFFORT SUPPORTS CBRNE HAZARD MODELING WITHIN URBAN ENVIRONMENTS THROUGH THE DEVELOPMENT OF 3D BUILDING MODELS AND OTHER MANMADE FEATURES USING VARIOUS MACHINE LEARNING AND COMPUTER VISION TECHNIQUES.,core_ai_en: machine learning; core_ai_en: computer vision,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY) 
THIS EFFORT SUPPORTS CBRNE HAZARD MODELING WITHIN URBAN ENVIRONMENTS THROUGH THE DEVELOPMENT OF 3D BUILDING MODELS AND OTHER MANMADE FEATURES USING VARIOUS MACHINE LEARNING AND COMPUTER VISION TECHNIQUES.",明确 AI 相关,工程/建筑/能源服务
161063191,KR,Other/Unknown Latin,2010-04-21,Seoul Metropolitan Office of Education Kwangwoon Artificial Intelligence High School : 2010-04-21 : Other Organization : Service_performance_details, Purchase of cafeteria washing machine,core_ai_en: artificial intelligence,"Seoul Metropolitan Office of Education Kwangwoon Artificial Intelligence High School : 2010-04-21 : Other Organization : Service_performance_details 
 Purchase of cafeteria washing machine",明确 AI 相关,其他/需人工查看描述
88216077,US,English/Latin,2023-03-09,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",SHAPE ANALYTIC AND REINFORCEMENT LEARNING APPROACHES TO CLOSED LOOP SENSING AND EXPLOITATION,core_ai_en: reinforcement learning,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY) 
SHAPE ANALYTIC AND REINFORCEMENT LEARNING APPROACHES TO CLOSED LOOP SENSING AND EXPLOITATION",明确 AI 相关,AI 研究、研发或原型项目
47097122,US,English/Latin,2018-09-25,THE PHYSICS OF ARTIFICIAL INTELLIGENCE (PAI),THE PHYSICS OF ARTIFICIAL INTELLIGENCE (PAI),core_ai_en: artificial intelligence,"THE PHYSICS OF ARTIFICIAL INTELLIGENCE (PAI) 
THE PHYSICS OF ARTIFICIAL INTELLIGENCE (PAI)",明确 AI 相关,其他/需人工查看描述
194299547,GB,English/Latin,2024-12-16,CEFAS24-111 Contract for marine litter image annotation services on Ocean Country Partnership Programme (OCPP),"The Ocean Country Partnership Programme (OCPP) is funded through official development assistance (ODA) as part of the UK's £500 million Blue Planet Fund. Through the OCPP, the UK government partners with ODA-eligible countries to deliver tangible and positive impacts on the livelihoods of coastal communities that depend on healthy marine ecosystems. The programme supports countries to strengthen marine science expertise, develop science-based policy and management tools, and create educational resources for coastal communities.          Cefas require the Supplier to provide a marine litter annotation service on drone survey images of beaches for OCPP partners countries. These annotations will be used by Cefas and partners to train machine learning algorithm to automatically detect litter, analyse and report on marine litter. However, the high heterogeneity of litter items within classes (e.g. plastic drinking bottles), sometimes subtle differences between classes (plastic drinking bottles vs plastic cleaning bottles) and regional differences in litter generated (e.g. plastic drinking bags vs plastic drinking bottles) underline the need for large numbers of quality assured annotation data.          The Supplier will provide in-country partners with introductory training on the processes, business models and training needed to establish effective image annotation processes.",core_ai_en: machine learning,"CEFAS24-111 Contract for marine litter image annotation services on Ocean Country Partnership Programme (OCPP) 
The Ocean Country Partnership Programme (OCPP) is funded through official development assistance (ODA) as part of the UK's £500 million Blue Planet Fund. Through the OCPP, the UK government partners with ODA-eligible countries to deliver tangible and positive impacts on the livelihoods of coastal communities that depend on healthy marine ecosystems. The programme supports countries to strengthen marine science expertise, develop science-based policy and management tools, and create educational resources for coastal communities.          Cefas require the Supplier to provide a marine litter annotation service on drone survey images of beaches for OCPP partners countries. These annotations will be used by Cefas and partners to train machine learning algorithm to automatically detect litter, analyse and report on marine litter. However, the high heterogeneity of litter items within classes (e.g. plastic drinking bottles), sometimes subtle differences between classes (plastic drinking bottles vs plastic cleaning bottles) and regional differences in litter generated (e.g. plastic drinking bags vs plastic drinking bottles) underline the need for large numbers of quality assured annotation data.          The Supplier will provide in-country partners with introductory training on the processes, business models and training needed to establish effective image annotation processes.",明确 AI 相关,医疗/实验室/语音识别相关
104358826,GB,English/Latin,2023-06-05,BEP NLP for Lessons Applied,This project will utilise Natural Language Processing (NLP)      techniques to automatically process and analyse lessons learnt      data to provide insights that aid better and more efficient project      delivery. This NLP technique will also enable automatic      classification ('tagging') of data within the pipeline. These      techniques can be developed further into the predictive data      analytics space to achieve our lessons applied vision. This project      will create a prototype only.,core_ai_en: natural language processing; core_ai_en: \bNLP\b,"BEP NLP for Lessons Applied 
This project will utilise Natural Language Processing (NLP)      techniques to automatically process and analyse lessons learnt      data to provide insights that aid better and more efficient project      delivery. This NLP technique will also enable automatic      classification ('tagging') of data within the pipeline. These      techniques can be developed further into the predictive data      analytics space to achieve our lessons applied vision. This project      will create a prototype only.",明确 AI 相关,AI 研究、研发或原型项目
194494684,KR,English/Latin,2025-02-05,Gyeongsangnam-do Office of Education Changwon Mechanical Technical High School : 2025-02-05 : Educational Institution : Details_contract_delivery_request,(Newly established) Purchase of furniture for the language lab at Yangsan Artificial Intelligence High School,core_ai_en: artificial intelligence,"Gyeongsangnam-do Office of Education Changwon Mechanical Technical High School : 2025-02-05 : Educational Institution : Details_contract_delivery_request 
(Newly established) Purchase of furniture for the language lab at Yangsan Artificial Intelligence High School",明确 AI 相关,其他/需人工查看描述
194498695,KR,English/Latin,2025-02-05,Gyeongsangnam-do Office of Education Changwon Mechanical Technical High School : 2025-02-05 : Educational Institution : Details_contract_delivery_request,Purchase of furniture for the Yangsan Artificial Intelligence High School academic performance processing room and printing room (cabinets and 5 other items),core_ai_en: artificial intelligence,"Gyeongsangnam-do Office of Education Changwon Mechanical Technical High School : 2025-02-05 : Educational Institution : Details_contract_delivery_request 
Purchase of furniture for the Yangsan Artificial Intelligence High School academic performance processing room and printing room (cabinets and 5 other items)",明确 AI 相关,其他/需人工查看描述
194553412,KR,English/Latin,2025-02-17,Chonnam National University (graduate school) AI Convergence College : 2025-02-17 : National Government Agency : Details_contract_delivery_request,"Purchase of office equipment for newly hired full-time faculty member (Yoo O-hyeon, Department of Artificial Intelligence)",core_ai_en: \bAI\b; core_ai_en: artificial intelligence,"Chonnam National University (graduate school) AI Convergence College : 2025-02-17 : National Government Agency : Details_contract_delivery_request 
Purchase of office equipment for newly hired full-time faculty member (Yoo O-hyeon, Department of Artificial Intelligence)",明确 AI 相关,其他/需人工查看描述
38961705,US,English/Latin,2020-12-29,COMPUTER SYSTEMS DESIGN SERVICES,"THE DATA ANALYTICS TEAM IS FOCUSED ON IMPROVING THE USE, MANAGEMENT AND APPLICATION OF DATA BY RAPIDLY PROTOTYPING, DEVELOPING AND DEPLOYING SOLUTIONS TO ADDRESS THE MOST PRESSING ANALYTIC CHALLENGES AT NASA.  THE TEAM PROVIDES A TESTBED TO FOSTER EXPERIMENTATION AND UNLOCK OPPORTUNITIES FOR PRODUCTIVITY IMPROVEMENT BETWEEN MISSION DIRECTORATES AND PROBLEM SOLVERS THROUGH THE ABILITY TO HARNESS INFORMATION TECHNOLOGIES IN NEW AND CREATIVE WAYS THAT CAN BE REPLICATED ACROSS PROGRAMS.  IT WILL ALSO SERVE AS A MECHANISM TO ATTRACT TOP DATA SCIENCE TALENT.",core_ai_en: data science,"COMPUTER SYSTEMS DESIGN SERVICES 
THE DATA ANALYTICS TEAM IS FOCUSED ON IMPROVING THE USE, MANAGEMENT AND APPLICATION OF DATA BY RAPIDLY PROTOTYPING, DEVELOPING AND DEPLOYING SOLUTIONS TO ADDRESS THE MOST PRESSING ANALYTIC CHALLENGES AT NASA.  THE TEAM PROVIDES A TESTBED TO FOSTER EXPERIMENTATION AND UNLOCK OPPORTUNITIES FOR PRODUCTIVITY IMPROVEMENT BETWEEN MISSION DIRECTORATES AND PROBLEM SOLVERS THROUGH THE ABILITY TO HARNESS INFORMATION TECHNOLOGIES IN NEW AND CREATIVE WAYS THAT CAN BE REPLICATED ACROSS PROGRAMS.  IT WILL ALSO SERVE AS A MECHANISM TO ATTRACT TOP DATA SCIENCE TALENT.",明确 AI 相关,AI 软件、平台或信息系统
87675524,GB,English/Latin,2017-08-08,CP1436-17A Call Centre Services,"Devon County Council (DCC) Require an intelligent, highly configurable contact centre technology solution to sit on top of our SfB infrastructure to service the contact centres listed in the invitation to tender and with the flexibility to provide additional sites, or different combinations of sites, as business requirements evolve. The solution should also provide Voicemail facilities for SfB users, flexible call queuing, IVR and directory services with speech recognition, whereby callers can ask for a member of staff, or a service by name./r     The expected total contract value is between £600,000 and £800,000 this is based on (10) ten year period. Devon County Council (DCC) operates an internal voice/telephone network which comprises 13 Unify Realitis DX TDM PABXs and a Unify dual node OpenScape Voice VOIP platform. These are linked together via proprietary SIP Trunking running across a managed service MPLS network./r     The network hosts about 7,000 extensions, spread across approximately 40 sites. Most extensions have an associated DDI number for incoming calls./r     DCC has moved to a more flexible method of working and uses a speech recognition directory to send calls to the users' nominated device, whether this is a desk extension, mobile, home line or a handset in a partner's location. This is provided by a dual node Netcall Liberty platform. This platform also provides our voicemail service and some IVR and auto attendant services for some of the smaller contact routes into the authority./r     DCC also operates a 60 seat contact centre, based in Tiverton which deals with the majority of incoming calls from the public for Council services. This includes, but is not limited to; Devon Highways, Adult and Children's Social Care, Registrars and General Enquiries. This is based on a Unify Realitis DX PABX with intelligent call routing and reporting provided by OpenScape Contact Centre (OSCC).",core_ai_en: speech recognition,"CP1436-17A Call Centre Services 
Devon County Council (DCC) Require an intelligent, highly configurable contact centre technology solution to sit on top of our SfB infrastructure to service the contact centres listed in the invitation to tender and with the flexibility to provide additional sites, or different combinations of sites, as business requirements evolve. The solution should also provide Voicemail facilities for SfB users, flexible call queuing, IVR and directory services with speech recognition, whereby callers can ask for a member of staff, or a service by name./r     The expected total contract value is between £600,000 and £800,000 this is based on (10) ten year period. Devon County Council (DCC) operates an internal voice/telephone network which comprises 13 Unify Realitis DX TDM PABXs and a Unify dual node OpenScape Voice VOIP platform. These are linked together via proprietary SIP Trunking running across a managed service MPLS network./r     The network hosts about 7,000 extensions, spread across approximately 40 sites. Most extensions have an associated DDI number for incoming calls./r     DCC has moved to a more flexible method of working and uses a speech recognition directory to send calls to the users' nominated device, whether this is a desk extension, mobile, home line or a handset in a partner's location. This is provided by a dual node Netcall Liberty platform. This platform also provides our voicemail service and some IVR and auto attendant services for some of the smaller contact routes into the authority./r     DCC also operates a 60 seat contact centre, based in Tiverton which deals with the majority of incoming calls from the public for Council services. This includes, but is not limited to; Devon Highways, Adult and Children's Social Care, Registrars and General Enquiries. This is based on a Unify Realitis DX PABX with intelligent call routing and reporting provided by OpenScape Contact Centre (OSCC).",明确 AI 相关,医疗/实验室/语音识别相关
85108085,US,English/Latin,2022-06-24,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",MACHINE LEARNING FOR OPEN SYSTEMS,core_ai_en: machine learning,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY) 
MACHINE LEARNING FOR OPEN SYSTEMS",明确 AI 相关,AI 研究、研发或原型项目
